DEPTH,LITHOLOGY
3699.6,SS
3699.75,SS
3699.9,SS
3700.05,SS
3700.2,SS
3700.35,SS
3700.5,SS
3700.65,SS
3700.8,SS
3700.95,SS
3701.1,SS
3701.25,SS
3701.4,SS
3701.55,SS
3701.7,SS
3701.85,SS
3702,SS
3702.15,SS
3702.3,SS
3702.45,SS
3702.6,SS
3702.75,SS
3702.9,SS
3703.05,SS
3703.2,SS
3703.35,SS
3703.5,SS
3703.65,SS
3703.8,SS
3703.95,SS
3704.1,SS
3704.25,SS
3704.4,SS
3704.55,SS
3704.7,SS
3704.85,SS
3705,SS
3705.15,SS
3705.3,SS
3705.45,SS
3705.6,SS
3705.75,SS
3705.9,SS
3706.05,SS
3706.2,SS
3706.35,SS
3706.5,SS
3706.65,SS
3706.8,SS
3706.95,SS
3707.1,SS
3707.25,SS
3707.4,SS
3707.55,SS
3707.7,SS
3707.85,SS
3708,SS
3708.15,SS
3708.3,SS
3708.45,SS
3708.6,SS
3708.75,SS
3708.9,SS
3709.05,SS
3709.2,SS
3709.35,SS
3709.5,SS
3709.65,SS
3709.8,SS
3709.95,SS
3710.1,SS
3710.25,SS
3710.4,SS
3710.55,SS
3710.7,SS
3710.85,SS
3711,SS
3711.15,SS
3711.3,SS
3711.45,SS
3711.6,SS
3711.75,SS
3711.9,SS
3712.05,SS
3712.2,SS
3712.35,SS
3712.5,SS
3712.65,SS
3712.8,SS
3712.95,SS
3713.1,SS
3713.25,SS
3713.4,SS
3713.55,SS
3713.7,SS
3713.85,SS
3714,SS
3714.15,SS
3714.3,SS
3714.45,SS
3714.6,SS
3714.75,SS
3714.9,SS
3715.05,SS
3715.2,SS
3715.35,SS
3715.5,SS
3715.65,SS
3715.8,SS
3715.95,SS
3716.1,SH
3716.25,SH
3716.4,SH
3716.55,SH
3716.7,SH
3716.85,SH
3717,SH
3717.15,SH
3717.3,SH
3717.45,SH
3717.6,SH
3717.75,SH
3717.9,SH
3718.05,SH
3718.2,SH
3718.35,SH
3718.5,SH
3718.65,SH
3718.8,SH
3718.95,SH
3719.1,SH
3719.25,SH
3719.4,SH
3719.55,SH
3719.7,SH
3719.85,SH
3720,SH
3720.15,SH
3720.3,SH
3720.45,SH
3720.6,SH
3720.75,SH
3720.9,SH
3721.05,SH
3721.2,SH
3721.35,SH
3721.5,SH
3721.65,SH
3721.8,SH
3721.95,SH
3722.1,SH
3722.25,SH
3722.4,SH
3722.55,SH
3722.7,SH
3722.85,SH
3723,ST
3723.15,ST
3723.3,ST
3723.45,ST
3723.6,ST
3723.75,ST
3723.9,ST
3724.05,ST
3724.2,ST
3724.35,ST
3724.5,ST
3724.65,ST
3724.8,ST
3724.95,ST
3725.1,ST
3725.25,ST
3725.4,ST
3725.55,ST
3725.7,ST
3725.85,ST
3726,ST
3726.15,ST
3726.3,ST
3726.45,ST
3726.6,ST
3726.75,ST
3726.9,ST
3727.05,ST
3727.2,ST
3727.35,ST
3727.5,ST
3727.65,ST
3727.8,ST
3727.95,ST
3728.1,IGN
3728.25,IGN
3728.4,IGN
3728.55,IGN
3728.7,IGN
3728.85,IGN
3729,IGN
3729.15,IGN
3729.3,IGN
3729.45,IGN
3729.6,IGN
3729.75,IGN
3729.9,IGN
3730.05,IGN
3730.2,IGN
3730.35,IGN
3730.5,IGN
3730.65,IGN
3730.8,IGN
3730.95,IGN
3731.1,IGN
3731.25,IGN
3731.4,IGN
3731.55,IGN
3731.7,IGN
3731.85,IGN
3732,IGN
3732.15,IGN
3732.3,IGN
3732.45,IGN
3732.6,IGN
3732.75,IGN
3732.9,IGN
3733.05,IGN
3733.2,IGN
3733.35,IGN
3733.5,IGN
3733.65,IGN
3733.8,IGN
3733.95,IGN
3734.1,IGN
3734.25,IGN
3734.4,IGN
3734.55,IGN
3734.7,IGN
3734.85,IGN
3735,IGN
3735.15,IGN
3735.3,IGN
3735.45,IGN
3735.6,IGN
3735.75,IGN
3735.9,IGN
3736.05,IGN
3736.2,IGN
3736.35,IGN
3736.5,IGN
3736.65,IGN
3736.8,IGN
3736.95,IGN
3737.1,IGN
3737.25,IGN
3737.4,IGN
3737.55,IGN
3737.7,IGN
3737.85,IGN
3738,IGN
